Comunidades y ciudades autónomas;Ramas de actividad;Magnitud;Periodo;Total
Castilla y León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2020;100
Castilla y León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2019;100
Castilla y León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2018;100
Castilla y León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2017;100
Castilla y León;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2016;100
Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2022(A);46.715.873
Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2021(P);42.852.242
Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2020;39.346.603
Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2019;42.398.854
Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2018;41.480.976
Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2017;39.897.062
Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2016;38.314.671
Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2022(A);9
Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2021(P);8,9
Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2020;-7,2
Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2019;2,2
Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2018;4
Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2017;4,1
Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2016;..
Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2022(A);100
Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2021(P);100
Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2020;100
Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2019;100
Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2018;100
Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2017;100
Castilla - La Mancha;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2016;100
Castilla - La Mancha;A. Agricultura, ganadería, silvicultura y pesca;Valor;2022(A);3.515.684
Castilla - La Mancha;A. Agricultura, ganadería, silvicultura y pesca;Valor;2021(P);3.552.870
Castilla - La Mancha;A. Agricultura, ganadería, silvicultura y pesca;Valor;2020;3.541.133
Castilla - La Mancha;A. Agricultura, ganadería, silvicultura y pesca;Valor;2019;3.242.235
Castilla - La Mancha;A. Agricultura, ganadería, silvicultura y pesca;Valor;2018;3.889.576
Castilla - La Mancha;A. Agricultura, ganadería, silvicultura y pesca;Valor;2017;3.491.812
Castilla - La Mancha;A. Agricultura, ganadería, silvicultura y pesca;Valor;2016;3.457.790
Castilla - La Mancha;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2022(A);-1
Castilla - La Mancha;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2021(P);0,3
Castilla - La Mancha;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2020;9,2
Castilla - La Mancha;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2019;-16,6
Castilla - La Mancha;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2018;11,4
Castilla - La Mancha;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2017;1
Castilla - La Mancha;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2016;..
Castilla - La Mancha;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2022(A);7,5
Castilla - La Mancha;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2021(P);8,3
Castilla - La Mancha;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2020;9
Castilla - La Mancha;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2019;7,6
Castilla - La Mancha;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2018;9,4
Castilla - La Mancha;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2017;8,8
Castilla - La Mancha;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2016;9
Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2022(A);9.000.177
Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2021(P);7.700.418
Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2020;6.630.053
Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2019;7.462.666
Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2018;7.059.072
Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2017;7.003.456
Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2016;6.588.058
Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2022(A);16,9
Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2021(P);16,1
Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2020;-11,2
Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2019;5,7
Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2018;0,8
Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2017;6,3
Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2016;..
Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2022(A);19,3
Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2021(P);18
Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2020;16,9
Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2019;17,6
Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2018;17
Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2017;17,6
Castilla - La Mancha;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2016;17,2
Castilla - La Mancha;C. - De las cuales: Industria manufacturera;Valor;2022(A);6.469.529
Castilla - La Mancha;C. - De las cuales: Industria manufacturera;Valor;2021(P);5.755.078
Castilla - La Mancha;C. - De las cuales: Industria manufacturera;Valor;2020;5.033.313
Castilla - La Mancha;C. - De las cuales: Industria manufacturera;Valor;2019;5.750.342
Castilla - La Mancha;C. - De las cuales: Industria manufacturera;Valor;2018;5.406.850
Castilla - La Mancha;C. - De las cuales: Industria manufacturera;Valor;2017;5.463.901
Castilla - La Mancha;C. - De las cuales: Industria manufacturera;Valor;2016;5.116.025
Castilla - La Mancha;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2022(A);12,4
Castilla - La Mancha;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2021(P);14,3
Castilla - La Mancha;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2020;-12,5
Castilla - La Mancha;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2019;6,4
Castilla - La Mancha;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2018;-1
Castilla - La Mancha;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2017;6,8
Castilla - La Mancha;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2016;..
Castilla - La Mancha;C. - De las cuales: Industria manufacturera;Estructura porcentual;2022(A);13,8
Castilla - La Mancha;C. - De las cuales: Industria manufacturera;Estructura porcentual;2021(P);13,4
Castilla - La Mancha;C. - De las cuales: Industria manufacturera;Estructura porcentual;2020;12,8
