Agregados macroeconómicos;Total CNAE;CNAE Agrupación A10;CNAE Agrupación A21;CNAE Agrupación A64;Periodo;Total
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;18 Artes gráficas y reproducción de soportes grabados;2016;2.212
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;18 Artes gráficas y reproducción de soportes grabados;2015;2.209
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;18 Artes gráficas y reproducción de soportes grabados;2014;2.368
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;18 Artes gráficas y reproducción de soportes grabados;2013;2.402
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;18 Artes gráficas y reproducción de soportes grabados;2012;2.635
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;18 Artes gráficas y reproducción de soportes grabados;2011;3.152
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;18 Artes gráficas y reproducción de soportes grabados;2010;3.487
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;18 Artes gráficas y reproducción de soportes grabados;2009;3.494
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;18 Artes gráficas y reproducción de soportes grabados;2008;4.005
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;18 Artes gráficas y reproducción de soportes grabados;2007;4.087
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;18 Artes gráficas y reproducción de soportes grabados;2006;4.159
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;18 Artes gráficas y reproducción de soportes grabados;2005;4.137
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;18 Artes gráficas y reproducción de soportes grabados;2004;3.739
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;18 Artes gráficas y reproducción de soportes grabados;2003;3.680
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;18 Artes gráficas y reproducción de soportes grabados;2002;3.651
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;18 Artes gráficas y reproducción de soportes grabados;2001;3.455
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;18 Artes gráficas y reproducción de soportes grabados;2000;3.415
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;18 Artes gráficas y reproducción de soportes grabados;1999;2.847
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;18 Artes gráficas y reproducción de soportes grabados;1998;2.644
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;18 Artes gráficas y reproducción de soportes grabados;1997;2.409
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;18 Artes gráficas y reproducción de soportes grabados;1996;2.142
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;18 Artes gráficas y reproducción de soportes grabados;1995;1.859
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2024;..
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2023;4.078
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2022;8.296
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2021;2.764
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2020;-458
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2019;2.706
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2018;3.230
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2017;3.679
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2016;3.276
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2015;2.806
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2014;772
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2013;1.184
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2012;2.012
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2011;2.371
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2010;1.722
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2009;1.113
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2008;1.712
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2007;2.519
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2006;3.168
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2005;3.684
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2004;3.411
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2003;3.269
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2002;2.753
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2001;2.879
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;2000;2.710
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;1999;1.691
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;1998;2.342
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;1997;2.328
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;1996;1.960
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;19 Coquerías y refino de petróleo;1995;1.942
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2024;..
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2023;10.825
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2022;10.495
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2021;11.344
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2020;9.541
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2019;9.755
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2018;9.092
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2017;9.448
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2016;8.895
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2015;8.276
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2014;7.867
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2013;7.532
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2012;7.999
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2011;8.939
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2010;8.527
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2009;7.748
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2008;8.561
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2007;8.313
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2006;8.152
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2005;7.851
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2004;7.597
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2003;7.232
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2002;7.332
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2001;7.218
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;2000;6.712
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;1999;6.153
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;1998;5.699
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;1997;5.489
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;1996;4.960
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;20 Industria química;1995;4.842
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;21 Fabricación de productos farmacéuticos;2024;..
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;21 Fabricación de productos farmacéuticos;2023;8.643
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;21 Fabricación de productos farmacéuticos;2022;7.232
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;21 Fabricación de productos farmacéuticos;2021;9.004
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;21 Fabricación de productos farmacéuticos;2020;7.886
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;21 Fabricación de productos farmacéuticos;2019;7.164
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;21 Fabricación de productos farmacéuticos;2018;6.701
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;21 Fabricación de productos farmacéuticos;2017;7.360
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;21 Fabricación de productos farmacéuticos;2016;7.229
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;21 Fabricación de productos farmacéuticos;2015;7.036
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;21 Fabricación de productos farmacéuticos;2014;7.035
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;21 Fabricación de productos farmacéuticos;2013;6.221
Valor añadido bruto;Total CNAE;C Industria manufacturera;C Industria manufacturera;21 Fabricación de productos farmacéuticos;2012;5.266
